Episode,Reward
1,12.943019943019946
2,15.532763532763536
3,11.216524216524219
4,25.803418803418808
5,14.635327635327636
6,10.31908831908832
7,7.766381766381769
8,2.5954415954415957
9,2.566951566951567
10,1.7264957264957266
11,17.122507122507127
12,18.982905982905983
13,4.310541310541311
14,1.7122507122507125
15,15.421652421652427
16,6.045584045584047
17,7.726495726495727
18,3.4387464387464384
19,3.458689458689459
20,6.0427350427350435
21,4.290598290598291
22,1.7150997150997151
23,3.4501424501424505
24,16.3960113960114
25,29.102564102564124
26,26.52706552706555
27,8.635327635327636
28,19.8005698005698
29,6.900284900284901
30,51.61253561253559
31,6.002849002849002
32,5.185185185185185
33,5.150997150997151
34,4.293447293447294
35,2.592592592592593
36,15.538461538461545
37,14.649572649572647
38,10.350427350427353
39,12.068376068376068
40,12.065527065527068
41,17.16524216524217
42,4.284900284900285
43,14.66381766381767
44,20.683760683760685
45,2.5641025641025643
46,37.649572649572654
47,11.190883190883191
48,8.58974358974359
49,21.555555555555557
50,1.7150997150997151
51,4.2763532763532766
52,4.290598290598291
53,10.282051282051285
54,6.9116809116809135
55,4.276353276353277
56,33.47008547008548
57,0.8632478632478632
58,11.139601139601139
59,3.4444444444444446
60,18.019943019943025
61,3.418803418803419
62,4.324786324786325
63,47.282051282051285
64,20.692307692307697
65,1.7321937321937322
66,10.361823361823365
67,12.085470085470089
68,1.7150997150997151
69,28.253561253561273
70,12.042735042735043
71,14.555555555555559
72,9.42735042735043
73,15.444444444444441
74,14.626780626780628
75,2.5641025641025643
76,6.849002849002849
77,3.444444444444445
78,11.113960113960118
79,30.988603988603998
80,1.7150997150997151
81,14.561253561253565
82,1.7094017094017095
83,2.5982905982905984
84,15.401709401709406
85,14.646723646723649
86,24.894586894586897
87,4.287749287749287
88,18.98575498575499
89,10.313390313390313
90,17.227920227920233
91,6.863247863247863
92,21.501424501424506
93,6.900284900284901
94,8.62678062678063
95,25.78917378917378
96,10.264957264957268
97,4.304843304843305
98,1.7293447293447293
99,1.735042735042735
100,28.42165242165242
101,3.433048433048433
102,5.176638176638177
103,6.051282051282053
104,6.914529914529917
105,2.5811965811965814
106,10.344729344729346
107,16.25356125356126
108,2.586894586894587
109,6.02849002849003
110,12.054131054131053
111,5.988603988603989
112,16.29344729344729
113,4.324786324786325
114,0.8717948717948718
115,4.293447293447294
116,3.4615384615384617
117,4.321937321937322
118,8.641025641025644
119,41.3105413105413
120,18.871794871794876
121,19.857549857549863
122,6.880341880341881
123,16.358974358974358
124,10.284900284900287
125,16.3960113960114
126,3.427350427350427
127,6.022792022792023
128,5.148148148148148
129,17.176638176638182
130,9.501424501424504
131,1.735042735042735
132,5.179487179487181
133,1.7122507122507125
134,9.413105413105415
135,4.284900284900286
136,1.7122507122507122
137,1.735042735042735
138,4.296296296296296
139,30.87179487179488
140,4.2763532763532766
141,7.692307692307695
142,9.410256410256412
143,2.56980056980057
144,18.08262108262108
145,12.934472934472932
146,9.490028490028493
147,8.549857549857553
148,6.037037037037037
149,4.304843304843305
150,25.042735042735053
151,6.914529914529917
152,19.83190883190883
153,6.03988603988604
154,1.7264957264957264
155,6.846153846153848
156,5.148148148148149
157,3.4301994301994303
158,8.632478632478634
159,11.213675213675218
160,28.413105413105416
161,24.982905982905983
162,26.6980056980057
163,12.951566951566955
164,11.119658119658123
165,29.16239316239318
166,12.059829059829061
167,11.219373219373221
168,4.301994301994302
169,26.678062678062687
170,3.421652421652422
171,1.735042735042735
172,5.170940170940171
173,18.980056980056986
174,13.811965811965814
175,6.045584045584047
176,19.680911680911695
177,4.319088319088319
178,19.66666666666668
179,2.584045584045584
180,18.11111111111111
181,4.2763532763532766
182,12.022792022792025
183,11.173789173789174
184,3.4529914529914527
185,10.313390313390313
186,4.307692307692308
187,10.282051282051283
188,7.72079772079772
189,7.772079772079774
190,11.222222222222225
191,11.213675213675216
192,33.44444444444446
193,54.15099715099714
194,2.5698005698005697
195,11.997150997150998
196,28.347578347578363
197,3.418803418803419
198,6.011396011396012
199,11.2022792022792
200,2.58974358974359
201,1.7264957264957266
202,3.4615384615384617
203,8.598290598290598
204,9.430199430199432
205,5.188034188034189
206,11.997150997150996
207,18.12535612535613
208,3.421652421652422
209,6.051282051282053
210,9.504273504273508
211,0.8547008547008548
212,9.498575498575502
213,5.176638176638177
214,5.985754985754987
215,26.51566951566953
216,8.564102564102564
217,13.752136752136751
218,8.641025641025644
219,15.42735042735043
220,4.324786324786325
221,10.336182336182336
222,12.940170940170946
223,0.8575498575498576
224,8.629629629629632
225,10.327635327635328
226,4.310541310541311
227,4.296296296296296
228,0.8547008547008548
229,3.438746438746439
230,3.4615384615384617
231,22.424501424501432
232,22.41880341880342
233,1.7264957264957264
234,13.820512820512826
235,14.603988603988606
236,5.997150997150998
237,14.669515669515674
238,1.735042735042735
239,17.97435897435898
240,48.9430199430199
241,1.7207977207977208
242,18.96866096866097
243,25.729344729344735
244,3.452991452991453
245,5.153846153846154
246,6.914529914529917
247,16.34188034188034
248,3.4615384615384617
249,9.45868945868946
250,3.458689458689459
251,4.284900284900285
252,5.988603988603989
253,5.145299145299147
254,7.695156695156697
255,12.957264957264963
256,13.789173789173791
257,1.7122507122507125
258,7.772079772079774
259,11.139601139601142
260,6.871794871794871
261,4.273504273504274
262,0.8575498575498576
263,28.290598290598307
264,6.04843304843305
265,4.290598290598291
266,7.720797720797721
267,1.7321937321937322
268,25.863247863247867
269,6.860398860398861
270,12.945868945868947
271,5.188034188034189
272,14.678062678062684
273,14.529914529914537
274,4.287749287749288
275,3.4529914529914527
276,8.58974358974359
277,1.7150997150997151
278,2.578347578347578
279,12.849002849002849
280,5.182336182336182
281,22.33618233618234
282,9.47863247863248
283,1.7207977207977208
284,5.188034188034189
285,20.67806267806268
286,25.854700854700862
287,4.276353276353277
288,3.4529914529914527
289,12.837606837606842
290,7.757834757834758
291,1.7207977207977208
292,9.4985754985755
293,6.914529914529917
294,2.5925925925925926
295,3.4415954415954415
296,5.985754985754988
297,6.840455840455843
298,4.284900284900285
299,25.903133903133913
300,2.5982905982905984
301,15.407407407407412
302,8.584045584045585
303,5.131054131054133
304,31.797720797720803
305,6.8945868945868956
306,5.15954415954416
307,4.301994301994302
308,11.230769230769235
309,9.435897435897436
310,8.62678062678063
311,0.8717948717948718
312,5.176638176638177
313,4.324786324786325
314,16.38746438746439
315,4.299145299145299
316,6.04843304843305
317,1.7293447293447293
318,16.378917378917382
319,3.4615384615384617
320,5.982905982905985
321,8.62678062678063
322,37.73504273504275
323,7.732193732193733
324,6.042735042735043
325,2.5641025641025643
326,1.735042735042735
327,1.7293447293447293
328,13.811965811965816
329,30.122507122507137
330,17.25641025641026
331,2.5811965811965814
332,8.62678062678063
333,10.293447293447294
334,2.5897435897435894
335,1.7321937321937322
336,17.1994301994302
337,23.153846153846168
338,12.905982905982908
339,11.205128205128208
340,12.034188034188036
341,6.01994301994302
342,36.16239316239316
343,19.82621082621083
344,20.584045584045587
345,5.1282051282051295
346,6.843304843304845
347,2.586894586894587
348,22.4017094017094
349,19.85185185185186
350,8.54700854700855
351,3.4245014245014245
352,18.09401709401709
353,4.316239316239316
354,14.649572649572654
355,2.5982905982905984
356,33.64387464387465
357,14.672364672364676
358,10.259259259259263
359,17.13675213675214
360,3.455840455840456
361,4.324786324786325
362,5.997150997150998
363,0.8632478632478633
364,9.427350427350428
365,8.629629629629632
366,6.005698005698006
367,14.68376068376069
368,49.860398860398845
369,6.045584045584046
370,6.048433048433049
371,28.387464387464394
372,6.048433048433049
373,11.11680911680912
374,18.897435897435898
375,12.94586894586895
376,20.720797720797727
377,4.321937321937322
378,10.34757834757835
379,3.438746438746439
380,3.458689458689459
381,13.786324786324784
382,6.005698005698006
383,7.774928774928776
384,8.552706552706555
385,4.276353276353277
386,4.313390313390314
387,0.8717948717948718
388,30.176638176638185
389,7.7435897435897445
390,12.094017094017099
391,16.324786324786327
392,5.13960113960114
393,1.735042735042735
394,0.8689458689458689
395,1.735042735042735
396,11.193732193732195
397,7.74928774928775
398,1.717948717948718
399,7.763532763532766
400,7.760683760683762
401,1.7207977207977208
402,10.316239316239317
403,11.131054131054134
404,1.7207977207977208
405,17.26780626780627
406,1.7293447293447293
407,3.452991452991453
408,4.273504273504274
